,0
26292,doctor your inane whitterings do not interest me this will happen it will start within hours and once it has started nothing  you or anyone else can do will stop it take them away they bore me
26293,whats a jink
26294,what were you trying to do
26295,doctor that man must be mad mustnt he
26296,and whats your opinion
26297,what
26298,your tardis surprised you can hear it from here
26299,its a dead end
26300,this wasnt here before
26301,cup of tea
26302,doctor how do you like my tardis
26303,its strictly unofficial im not really allowed to have one
26304,doctor where is skagra
26305,oh
26306,yes so did i
26307,listen doctor if skagra has the tardis and the book he can get to shada
26308,yes the time lords prison planet youve probably forgotten about it
26309,oh now he was a great criminal imprisoned centuries ago by the time lords
26310,thats what skagras doing
26311,the key turns slowly in the lock the door to shada opens
26312,what you really mean he could just move himself into every mind in the universe
26313,its quite a thought though isnt it i mean every mind working together as a single organism a single mind
26314,doctor weve got to stop him from getting to shada
26315,the same way as we arrived
26316,doctor were arrived
26317,yes
26318,oh but
26319,hurry skagra will be here already come on
26320,cabinet 9 here he is the man ive spent my whole life searching for the man whose mind will reshape  the entire universe the great salyavin let us release him
26321,but the doctor said that that ability was unique to the guy well the guy skagras come here to find on your feet keightley come on lets see whats happening shush
26322,salyavin i have you here at last we have everything we need
26323,now doctor we will deal with you
26324,run
26325,yes but
26326,but chris
26327,mmm
26328,the who
26329,doctor
26330,may i just remind you of something
26331,all the minds that skagras stolen are in the melting pot
26332,that means yours is in there too
26333,yes doctor
26334,we will return to the carrier ship from there a fleet of small craft will take each one of you to selected centres  of population and then the great mind revolution shall begin
26335,and dangerous
26336,doctor itll be terribly terribly dangerous for you youll stand about as much chance as
26337,as a there isnt anything that stands as little chance as you will out there
26338,doctor it isnt funny
26339,ill try
26340,yes doctor
26341,yes
26342,ready doctor
26343,we havent got to the hard bit yet
26344,yes doctor im holding on
26345,oh get on with it doctor
26346,yes doctor
26347,im sorry but its very difficult
26348,im trying doctor im trying
26349,let me see good boy k9 now we can go though i dread to think what were walking into if oh well lets just do it
26350,and soon an infinite consort of the mind
26351,stop hiding in there doctor come out and meet your fate
26352,doctor how did you get in there
26353,as of now doctor you dont belong anywhere at all there is no place for you in my universe you shall die
26354,doctor what have you done
26355,not that way the other way you fool the other way back
26356,clare clare
26357,now
26358,clare
26359,i hate to think what would have happened to them if that tugofwar had carried on much longer
26360,can you unscramble them all
26361,whatll you do with them then
26362,put them back in a forgotten prison
26363,do you suppose hes still alive
26364,well whoever took it sir seems to have brought it back dont they
26365,routine inquiry sir report that this room has been stolen
26366,might i ask where you got that sir
26367,oh really sir
26368,right right coats on everyone youre all taking a little walk with me down to the bridewell      romana
26369,what do you mean
26370,what do you think we should do
26371,well try looking on the bright side at least were
26372,i am a computer i do not have ideas i obey instructions
26373,i do not
26374,yes
26375,correct
26376,i have orders not to
26377,the order conflicts with my programmed instructions
26378,i obey
26379,good then we can begin
26380,how did you get here
26381,doctor
26382,i am a little surprised to find you here
26383,oh you stole my ship
26384,im curious to know how you survived the attentions of my sphere
26385,if youve come here in the hope of interfering with my great purpose
26386,the very greatest purpose doctor
26387,how naive doctor how pathetically limited your vision must be
26388,take over the universe how childish who could possibly want to take over the universe
26389,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
26390,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
