,x,y
21586,73 plus 55,128
21587,23 add 15,38
21588,28 add 27,55
21589,32 plus 68,100
21590,100 plus 30,130
21591,5 plus 73,78
21592,12 minus 44,-32
21593,1 subtract 5,-4
21594,38 plus 46,84
21595,92 minus 25,67
21596,63 subtract 69,-6
21597,94 subtract 72,22
21598,75 subtract 20,55
21599,33 plus 65,98
21600,78 add 47,125
21601,77 add 26,103
21602,45 add 39,84
21603,98 add 85,183
21604,74 subtract 13,61
21605,64 add 86,150
21606,6 subtract 32,-26
21607,88 plus 49,137
21608,13 plus 1,14
21609,36 add 14,50
21610,47 add 65,112
21611,35 add 64,99
21612,34 add 16,50
21613,13 minus 29,-16
21614,81 plus 1,82
21615,24 subtract 65,-41
21616,38 plus 26,64
21617,5 subtract 24,-19
21618,54 subtract 14,40
21619,8 add 89,97
21620,47 add 77,124
21621,21 plus 88,109
21622,98 minus 42,56
21623,20 minus 47,-27
21624,40 subtract 57,-17
21625,41 subtract 82,-41
21626,93 add 30,123
21627,33 plus 72,105
21628,13 subtract 77,-64
21629,70 subtract 70,0
21630,72 plus 41,113
21631,46 minus 66,-20
21632,61 subtract 70,-9
21633,73 minus 99,-26
21634,84 minus 43,41
21635,43 subtract 11,32
21636,56 minus 85,-29
21637,23 minus 5,18
21638,50 subtract 13,37
21639,20 plus 4,24
21640,15 subtract 70,-55
21641,46 subtract 75,-29
21642,82 plus 63,145
21643,98 plus 83,181
21644,48 minus 99,-51
21645,72 subtract 48,24
21646,56 plus 2,58
21647,27 add 4,31
21648,62 minus 21,41
21649,84 subtract 67,17
21650,27 add 76,103
21651,85 plus 100,185
21652,46 subtract 53,-7
21653,4 minus 33,-29
21654,53 add 74,127
21655,34 plus 15,49
21656,75 add 12,87
21657,48 add 17,65
21658,80 minus 11,69
21659,4 add 70,74
21660,21 subtract 100,-79
21661,63 plus 54,117
21662,87 plus 94,181
21663,69 subtract 98,-29
21664,99 plus 94,193
21665,91 subtract 23,68
21666,39 minus 65,-26
21667,13 minus 91,-78
21668,22 minus 93,-71
21669,24 add 19,43
21670,97 add 92,189
21671,47 minus 100,-53
21672,53 subtract 11,42
21673,79 add 98,177
21674,36 plus 62,98
21675,87 minus 50,37
21676,41 subtract 14,27
21677,78 minus 95,-17
21678,38 plus 99,137
21679,51 add 27,78
21680,64 subtract 5,59
21681,60 subtract 63,-3
21682,21 minus 70,-49
21683,72 plus 98,170
21684,70 minus 10,60
21685,30 subtract 61,-31
21686,62 subtract 76,-14
21687,68 plus 3,71
21688,42 add 41,83
21689,62 minus 31,31
21690,53 minus 18,35
21691,56 plus 84,140
21692,90 minus 50,40
21693,9 minus 56,-47
21694,23 plus 69,92
21695,94 subtract 92,2
21696,8 subtract 89,-81
21697,71 minus 87,-16
21698,6 minus 70,-64
21699,95 add 95,190
21700,34 subtract 21,13
21701,71 minus 62,9
21702,83 subtract 17,66
21703,14 add 11,25
21704,38 minus 70,-32
21705,56 minus 8,48
21706,61 subtract 44,17
21707,23 add 52,75
21708,47 plus 66,113
21709,35 add 23,58
21710,43 minus 100,-57
21711,71 plus 74,145
21712,15 subtract 41,-26
21713,94 minus 47,47
21714,61 minus 98,-37
21715,17 subtract 36,-19
21716,37 plus 31,68
21717,33 plus 92,125
21718,89 add 95,184
21719,74 plus 33,107
21720,83 add 4,87
21721,5 minus 70,-65
21722,48 add 73,121
21723,51 minus 45,6
21724,74 add 59,133
21725,14 plus 5,19
21726,77 add 5,82
21727,95 subtract 33,62
21728,69 add 31,100
21729,14 minus 30,-16
21730,90 plus 2,92
21731,75 add 74,149
21732,41 subtract 36,5
21733,71 minus 75,-4
21734,70 minus 19,51
21735,72 plus 71,143
21736,57 minus 82,-25
21737,8 subtract 19,-11
21738,1 subtract 98,-97
21739,92 subtract 32,60
21740,18 subtract 65,-47
21741,4 subtract 31,-27
21742,40 subtract 3,37
21743,65 subtract 88,-23
21744,82 minus 50,32
21745,83 plus 1,84
21746,6 plus 25,31
21747,4 add 86,90
21748,70 subtract 100,-30
21749,92 add 66,158
21750,94 minus 41,53
21751,56 add 72,128
21752,86 add 55,141
21753,22 plus 40,62
21754,48 plus 2,50
21755,64 add 42,106
21756,50 subtract 1,49
21757,78 subtract 19,59
21758,73 add 85,158
21759,56 plus 33,89
21760,82 plus 17,99
21761,28 add 65,93
21762,83 subtract 52,31
21763,78 plus 21,99
21764,30 minus 44,-14
21765,16 minus 20,-4
21766,91 add 30,121
21767,54 add 2,56
21768,2 plus 30,32
21769,89 subtract 93,-4
21770,40 minus 51,-11
21771,28 subtract 56,-28
21772,34 subtract 39,-5
21773,43 add 29,72
21774,2 subtract 4,-2
21775,9 minus 45,-36
21776,45 subtract 62,-17
21777,78 add 10,88
21778,74 subtract 93,-19
21779,44 plus 56,100
21780,96 minus 36,60
21781,19 add 52,71
21782,23 plus 3,26
21783,7 subtract 62,-55
21784,17 add 10,27
21785,66 plus 14,80
21786,82 minus 75,7
21787,27 plus 60,87
21788,5 add 69,74
21789,28 add 18,46
21790,17 add 54,71
21791,41 minus 30,11
21792,92 add 88,180
21793,21 plus 15,36
21794,6 subtract 17,-11
21795,86 plus 25,111
21796,11 subtract 68,-57
21797,46 minus 7,39
21798,47 minus 78,-31
21799,60 plus 84,144
21800,60 subtract 55,5
21801,61 minus 42,19
21802,7 minus 99,-92
21803,55 add 13,68
21804,31 plus 49,80
21805,59 plus 52,111
21806,55 add 38,93
21807,96 subtract 20,76
21808,25 add 37,62
21809,31 plus 76,107
21810,97 add 93,190
21811,13 plus 21,34
21812,53 subtract 37,16
21813,100 plus 20,120
21814,69 minus 77,-8
21815,53 add 56,109
21816,68 add 17,85
21817,19 subtract 15,4
21818,42 subtract 20,22
21819,81 subtract 54,27
21820,8 subtract 55,-47
21821,67 add 55,122
21822,94 subtract 46,48
21823,58 plus 58,116
21824,71 subtract 38,33
21825,21 subtract 26,-5
21826,45 add 45,90
21827,18 add 75,93
21828,60 plus 61,121
21829,6 subtract 30,-24
21830,1 minus 26,-25
21831,86 add 34,120
21832,89 subtract 76,13
21833,26 subtract 43,-17
21834,78 subtract 12,66
21835,28 minus 2,26
21836,93 subtract 5,88
21837,29 plus 27,56
21838,89 plus 43,132
21839,14 subtract 26,-12
21840,28 subtract 94,-66
21841,48 minus 17,31
21842,52 subtract 43,9
21843,83 plus 9,92
21844,25 add 53,78
21845,23 subtract 46,-23
21846,72 minus 64,8
21847,95 add 6,101
21848,95 plus 86,181
21849,86 add 46,132
21850,39 subtract 6,33
21851,20 plus 74,94
21852,93 subtract 12,81
21853,79 plus 70,149
21854,59 subtract 74,-15
21855,59 plus 14,73
21856,92 add 30,122
21857,4 subtract 78,-74
21858,10 subtract 83,-73
21859,10 add 62,72
21860,39 subtract 25,14
21861,79 subtract 19,60
21862,58 minus 71,-13
21863,75 plus 82,157
21864,36 minus 88,-52
21865,58 subtract 67,-9
21866,27 minus 69,-42
21867,50 subtract 45,5
21868,84 add 98,182
21869,90 plus 50,140
21870,40 add 19,59
21871,54 minus 8,46
21872,7 plus 89,96
21873,88 subtract 32,56
21874,78 plus 48,126
21875,23 add 70,93
21876,2 add 59,61
21877,26 subtract 82,-56
21878,50 add 40,90
21879,23 plus 17,40
21880,58 minus 39,19
21881,6 add 54,60
21882,84 subtract 93,-9
21883,22 add 11,33
21884,18 minus 77,-59
21885,7 subtract 84,-77
21886,78 subtract 24,54
21887,14 plus 18,32
21888,57 minus 28,29
21889,71 minus 28,43
21890,57 subtract 27,30
21891,98 plus 37,135
21892,59 subtract 97,-38
21893,69 subtract 3,66
21894,93 add 53,146
21895,43 subtract 52,-9
21896,35 plus 39,74
21897,54 minus 40,14
21898,10 subtract 38,-28
21899,69 minus 83,-14
21900,43 add 41,84
21901,28 subtract 60,-32
21902,50 subtract 50,0
21903,37 add 33,70
21904,20 minus 76,-56
21905,59 add 65,124
21906,74 minus 42,32
21907,98 subtract 59,39
21908,90 add 9,99
21909,9 subtract 49,-40
21910,40 minus 29,11
21911,74 add 93,167
21912,87 add 7,94
21913,92 plus 13,105
21914,86 add 21,107
21915,64 add 37,101
21916,91 plus 26,117
21917,20 minus 97,-77
21918,62 plus 29,91
21919,59 add 3,62
21920,85 minus 99,-14
21921,39 minus 3,36
21922,87 add 4,91
21923,35 add 59,94
21924,10 minus 16,-6
21925,2 minus 81,-79
21926,8 plus 55,63
21927,6 subtract 36,-30
21928,51 plus 11,62
21929,65 plus 13,78
21930,90 plus 86,176
21931,87 minus 49,38
21932,26 plus 93,119
21933,83 subtract 96,-13
21934,62 minus 16,46
21935,5 plus 5,10
21936,32 plus 64,96
21937,32 plus 95,127
21938,64 minus 6,58
21939,97 add 1,98
21940,29 plus 37,66
21941,45 add 76,121
21942,38 subtract 92,-54
21943,22 add 1,23
21944,14 subtract 9,5
21945,9 subtract 31,-22
21946,50 minus 64,-14
21947,38 minus 93,-55
21948,27 add 26,53
21949,55 plus 4,59
21950,62 subtract 15,47
21951,19 subtract 30,-11
21952,82 minus 12,70
21953,58 plus 82,140
21954,67 plus 67,134
21955,12 subtract 46,-34
21956,59 subtract 95,-36
21957,24 plus 18,42
21958,56 subtract 43,13
21959,67 add 5,72
21960,24 plus 12,36
21961,33 add 78,111
21962,33 add 39,72
21963,6 subtract 10,-4
21964,66 minus 8,58
21965,86 add 13,99
21966,89 subtract 97,-8
21967,78 minus 99,-21
21968,36 subtract 10,26
21969,93 plus 4,97
21970,84 plus 19,103
21971,83 minus 10,73
21972,19 minus 16,3
21973,86 plus 49,135
21974,9 subtract 49,-40
21975,77 plus 77,154
21976,43 plus 9,52
21977,78 add 66,144
21978,37 minus 82,-45
21979,85 minus 90,-5
21980,9 add 46,55
21981,2 add 38,40
21982,25 minus 76,-51
21983,4 subtract 72,-68
21984,95 plus 53,148
21985,20 subtract 67,-47
21986,64 add 49,113
21987,31 add 77,108
21988,7 plus 81,88
21989,48 minus 60,-12
21990,81 minus 7,74
21991,30 plus 78,108
21992,50 add 35,85
21993,91 add 99,190
21994,74 subtract 76,-2
21995,34 minus 48,-14
21996,17 minus 48,-31
21997,17 add 4,21
21998,97 minus 64,33
21999,32 minus 89,-57
22000,61 add 51,112
22001,91 plus 79,170
22002,90 subtract 59,31
22003,41 plus 44,85
22004,47 minus 50,-3
22005,27 minus 96,-69
22006,61 minus 7,54
22007,92 add 19,111
22008,35 subtract 58,-23
22009,57 plus 63,120
22010,11 plus 42,53
22011,79 plus 8,87
22012,60 subtract 39,21
22013,50 subtract 34,16
22014,42 subtract 16,26
22015,94 add 25,119
22016,76 subtract 66,10
22017,39 add 22,61
22018,18 subtract 72,-54
22019,13 minus 10,3
22020,44 subtract 55,-11
22021,81 minus 56,25
22022,29 add 19,48
22023,36 minus 71,-35
22024,86 plus 18,104
22025,76 plus 90,166
22026,16 plus 64,80
22027,5 plus 27,32
22028,86 add 84,170
22029,80 add 66,146
22030,93 minus 52,41
22031,49 subtract 18,31
22032,97 add 25,122
22033,67 minus 34,33
22034,73 subtract 70,3
22035,99 add 13,112
22036,30 minus 77,-47
22037,34 minus 67,-33
22038,58 subtract 75,-17
22039,35 subtract 55,-20
22040,73 plus 10,83
22041,6 plus 59,65
22042,60 subtract 52,8
22043,91 add 37,128
22044,84 minus 15,69
22045,72 add 29,101
22046,83 add 68,151
22047,39 minus 62,-23
22048,80 plus 76,156
22049,96 minus 2,94
22050,55 minus 13,42
22051,89 subtract 29,60
22052,94 add 16,110
22053,56 minus 69,-13
22054,73 add 35,108
22055,78 add 94,172
22056,91 subtract 12,79
22057,57 minus 66,-9
22058,52 add 39,91
22059,49 add 43,92
22060,30 plus 79,109
22061,25 add 78,103
22062,52 add 84,136
22063,68 minus 48,20
22064,59 subtract 70,-11
22065,23 add 16,39
22066,52 plus 68,120
22067,68 plus 32,100
22068,91 minus 10,81
22069,63 minus 78,-15
22070,99 subtract 23,76
22071,90 minus 4,86
22072,45 subtract 5,40
22073,52 minus 41,11
22074,52 subtract 93,-41
22075,91 subtract 12,79
22076,21 plus 27,48
22077,72 subtract 26,46
22078,78 plus 29,107
22079,100 plus 74,174
22080,27 add 89,116
22081,79 plus 75,154
22082,16 plus 76,92
22083,68 plus 54,122
22084,69 plus 27,96
22085,100 minus 72,28
22086,50 add 87,137
22087,67 minus 12,55
22088,41 minus 63,-22
22089,15 minus 36,-21
22090,7 minus 43,-36
22091,30 add 55,85
22092,41 plus 28,69
22093,96 add 73,169
22094,53 plus 82,135
22095,95 plus 76,171
22096,21 add 94,115
22097,46 add 55,101
22098,68 plus 82,150
22099,84 add 74,158
22100,72 minus 45,27
22101,47 minus 6,41
22102,36 minus 40,-4
22103,61 subtract 39,22
22104,79 minus 15,64
22105,81 add 67,148
22106,47 add 76,123
22107,51 add 54,105
22108,72 add 45,117
22109,60 subtract 100,-40
22110,3 subtract 65,-62
22111,55 minus 63,-8
22112,26 plus 11,37
22113,88 subtract 94,-6
22114,27 minus 14,13
22115,82 add 15,97
22116,91 add 42,133
22117,90 plus 35,125
22118,31 add 57,88
22119,58 plus 69,127
22120,7 add 27,34
22121,80 plus 43,123
22122,10 subtract 16,-6
22123,16 plus 36,52
22124,89 minus 47,42
22125,42 plus 28,70
22126,53 plus 26,79
22127,89 minus 50,39
22128,59 subtract 80,-21
22129,28 add 76,104
22130,87 minus 100,-13
22131,80 plus 77,157
22132,52 minus 36,16
22133,9 minus 5,4
22134,33 add 17,50
22135,48 minus 85,-37
22136,99 subtract 49,50
22137,51 subtract 76,-25
22138,44 minus 63,-19
22139,45 subtract 57,-12
22140,65 add 32,97
22141,84 minus 68,16
22142,48 plus 85,133
22143,27 plus 94,121
22144,78 minus 45,33
22145,32 minus 5,27
22146,46 subtract 99,-53
22147,62 plus 5,67
22148,67 subtract 6,61
22149,41 subtract 42,-1
22150,56 plus 50,106
22151,95 minus 15,80
22152,10 plus 68,78
22153,37 add 39,76
22154,46 minus 47,-1
22155,19 minus 57,-38
22156,72 minus 92,-20
22157,29 add 96,125
22158,18 minus 6,12
22159,71 subtract 22,49
22160,55 minus 79,-24
22161,45 plus 31,76
22162,71 subtract 99,-28
22163,6 minus 79,-73
22164,22 plus 86,108
22165,77 subtract 15,62
22166,61 subtract 58,3
22167,99 subtract 60,39
22168,72 add 70,142
22169,5 add 23,28
22170,76 subtract 83,-7
22171,88 add 52,140
22172,48 subtract 17,31
22173,40 add 54,94
22174,21 subtract 44,-23
22175,47 add 21,68
22176,69 add 58,127
22177,55 plus 58,113
22178,12 subtract 53,-41
22179,57 minus 41,16
22180,15 add 46,61
22181,94 subtract 30,64
22182,39 subtract 42,-3
22183,35 plus 19,54
22184,92 minus 100,-8
22185,65 subtract 16,49
22186,63 minus 97,-34
22187,66 subtract 19,47
22188,29 add 44,73
22189,46 subtract 92,-46
22190,72 plus 2,74
22191,15 plus 100,115
22192,11 plus 22,33
22193,85 plus 41,126
22194,11 plus 28,39
22195,30 plus 41,71
22196,55 minus 16,39
22197,12 minus 60,-48
22198,7 plus 66,73
22199,27 minus 88,-61
22200,67 add 64,131
22201,36 add 33,69
22202,41 plus 67,108
22203,7 plus 45,52
22204,85 add 52,137
22205,66 add 11,77
22206,58 subtract 37,21
22207,31 minus 58,-27
22208,8 add 38,46
22209,21 minus 30,-9
22210,92 plus 88,180
22211,27 plus 12,39
22212,48 add 83,131
22213,31 minus 33,-2
22214,68 subtract 74,-6
22215,100 add 100,200
22216,82 subtract 22,60
22217,56 minus 89,-33
22218,8 plus 32,40
22219,49 subtract 96,-47
22220,20 plus 88,108
22221,4 minus 76,-72
22222,52 plus 5,57
22223,1 minus 50,-49
22224,8 minus 53,-45
22225,15 plus 62,77
22226,35 minus 19,16
22227,1 minus 73,-72
22228,92 add 96,188
22229,16 subtract 46,-30
22230,70 minus 95,-25
22231,99 add 4,103
22232,53 minus 58,-5
22233,59 plus 4,63
22234,23 plus 57,80
22235,16 minus 3,13
22236,93 plus 49,142
22237,32 subtract 7,25
22238,20 plus 62,82
22239,91 add 62,153
22240,80 plus 5,85
22241,75 subtract 33,42
22242,87 subtract 2,85
22243,21 plus 12,33
22244,23 plus 61,84
22245,57 subtract 31,26
22246,49 subtract 29,20
22247,11 subtract 83,-72
22248,97 plus 38,135
22249,82 add 82,164
22250,93 subtract 64,29
22251,87 subtract 9,78
22252,12 minus 100,-88
22253,4 add 84,88
22254,7 subtract 9,-2
22255,94 subtract 16,78
22256,27 minus 77,-50
22257,10 add 6,16
22258,17 minus 18,-1
22259,11 subtract 79,-68
22260,87 minus 66,21
22261,55 minus 42,13
22262,52 minus 52,0
22263,99 add 93,192
22264,58 plus 14,72
22265,24 plus 32,56
22266,73 subtract 8,65
22267,34 add 79,113
22268,55 plus 92,147
22269,74 minus 7,67
22270,40 minus 65,-25
22271,26 add 10,36
22272,41 minus 43,-2
22273,43 plus 36,79
22274,34 minus 18,16
22275,63 subtract 16,47
22276,56 plus 27,83
22277,33 add 58,91
22278,44 minus 45,-1
22279,47 minus 23,24
22280,25 minus 7,18
22281,47 subtract 8,39
22282,24 plus 94,118
22283,71 add 93,164
22284,4 plus 86,90
22285,10 minus 77,-67
22286,55 subtract 49,6
22287,12 add 27,39
22288,68 subtract 39,29
22289,20 subtract 23,-3
22290,30 add 87,117
22291,15 add 2,17
22292,31 plus 64,95
22293,84 subtract 2,82
22294,99 minus 33,66
22295,68 plus 21,89
22296,49 subtract 76,-27
22297,59 add 64,123
22298,66 subtract 28,38
22299,94 plus 41,135
22300,94 add 11,105
22301,12 minus 91,-79
22302,59 add 9,68
22303,8 subtract 84,-76
22304,1 add 45,46
22305,44 subtract 18,26
22306,93 subtract 39,54
22307,89 add 77,166
22308,3 plus 18,21
22309,13 minus 93,-80
22310,92 add 91,183
22311,33 subtract 50,-17
22312,20 subtract 91,-71
22313,47 subtract 82,-35
22314,68 add 50,118
22315,1 subtract 70,-69
22316,61 subtract 62,-1
22317,49 add 29,78
22318,71 add 30,101
22319,65 subtract 76,-11
22320,84 subtract 28,56
22321,87 subtract 1,86
22322,69 subtract 39,30
22323,12 subtract 36,-24
22324,53 plus 14,67
22325,36 plus 74,110
22326,14 minus 8,6
22327,84 subtract 31,53
22328,79 minus 49,30
22329,12 minus 71,-59
22330,4 subtract 64,-60
22331,84 minus 82,2
22332,60 minus 77,-17
22333,26 add 84,110
22334,52 plus 33,85
22335,42 add 24,66
22336,5 minus 28,-23
22337,11 plus 62,73
22338,60 plus 98,158
22339,36 add 56,92
22340,8 plus 13,21
22341,76 minus 5,71
22342,62 plus 42,104
22343,88 add 34,122
22344,46 add 63,109
22345,60 minus 73,-13
22346,93 minus 98,-5
22347,99 add 65,164
22348,77 subtract 5,72
22349,18 subtract 64,-46
22350,63 subtract 73,-10
22351,53 add 58,111
22352,28 subtract 22,6
22353,72 subtract 11,61
22354,27 minus 81,-54
22355,78 add 51,129
22356,65 add 11,76
22357,69 add 98,167
22358,41 minus 30,11
22359,83 add 75,158
22360,33 add 53,86
22361,41 subtract 89,-48
22362,95 add 96,191
22363,62 subtract 92,-30
22364,16 add 28,44
22365,93 subtract 79,14
22366,91 minus 40,51
22367,57 add 65,122
22368,79 subtract 87,-8
22369,21 subtract 60,-39
22370,29 subtract 24,5
22371,94 minus 34,60
22372,40 subtract 44,-4
22373,16 minus 86,-70
22374,5 add 73,78
22375,8 minus 31,-23
22376,74 plus 61,135
22377,97 subtract 78,19
22378,67 add 51,118
22379,80 minus 23,57
22380,77 subtract 89,-12
22381,37 add 23,60
22382,8 plus 64,72
22383,48 add 11,59
22384,55 add 81,136
22385,60 plus 96,156
22386,9 minus 4,5
22387,25 add 42,67
22388,17 subtract 76,-59
22389,77 subtract 40,37
22390,63 add 73,136
22391,57 add 25,82
22392,18 add 24,42
22393,100 add 42,142
22394,66 minus 70,-4
22395,10 subtract 12,-2
22396,39 add 45,84
22397,57 add 23,80
22398,55 subtract 6,49
22399,95 add 76,171
22400,44 minus 17,27
22401,78 add 32,110
22402,80 add 96,176
22403,10 minus 44,-34
22404,84 minus 50,34
22405,96 minus 69,27
22406,100 minus 9,91
22407,81 subtract 91,-10
22408,100 plus 1,101
22409,86 minus 15,71
22410,69 add 22,91
22411,47 plus 41,88
22412,1 subtract 59,-58
22413,82 plus 84,166
22414,16 plus 28,44
22415,48 subtract 2,46
22416,9 subtract 55,-46
22417,14 add 52,66
22418,82 add 70,152
22419,60 subtract 33,27
22420,86 subtract 71,15
22421,7 minus 12,-5
22422,2 add 97,99
22423,43 plus 43,86
22424,69 subtract 51,18
22425,9 plus 10,19
22426,21 add 17,38
22427,43 plus 69,112
22428,61 minus 44,17
22429,26 plus 7,33
22430,9 minus 87,-78
22431,18 plus 8,26
22432,2 subtract 4,-2
22433,16 minus 40,-24
22434,26 subtract 49,-23
22435,37 plus 71,108
22436,68 subtract 59,9
22437,31 add 84,115
22438,100 add 7,107
22439,49 add 57,106
22440,72 subtract 98,-26
22441,91 subtract 83,8
22442,97 subtract 59,38
22443,42 minus 46,-4
22444,38 plus 84,122
22445,17 add 26,43
22446,49 add 85,134
22447,36 minus 76,-40
22448,87 subtract 80,7
22449,8 subtract 11,-3
22450,1 subtract 86,-85
22451,81 add 13,94
22452,23 minus 95,-72
22453,92 plus 51,143
22454,21 subtract 88,-67
22455,44 add 75,119
22456,74 minus 93,-19
22457,39 plus 95,134
22458,44 plus 49,93
22459,7 subtract 29,-22
22460,8 minus 79,-71
22461,24 minus 2,22
22462,7 minus 28,-21
22463,1 add 18,19
22464,9 subtract 25,-16
22465,33 subtract 58,-25
22466,29 add 41,70
22467,14 subtract 83,-69
22468,65 add 53,118
22469,17 add 18,35
22470,68 minus 40,28
22471,42 plus 44,86
22472,52 subtract 1,51
22473,13 minus 88,-75
22474,85 subtract 94,-9
22475,5 add 65,70
22476,36 minus 90,-54
22477,30 minus 98,-68
22478,80 plus 37,117
22479,9 subtract 77,-68
22480,29 minus 27,2
22481,65 minus 99,-34
22482,38 add 68,106
22483,85 plus 96,181
22484,10 plus 43,53
22485,45 subtract 58,-13
22486,60 subtract 42,18
22487,92 add 28,120
22488,42 subtract 45,-3
22489,55 minus 77,-22
22490,96 minus 8,88
22491,25 subtract 20,5
22492,3 plus 49,52
22493,51 add 34,85
22494,17 plus 17,34
22495,99 subtract 52,47
22496,88 subtract 90,-2
22497,97 minus 53,44
22498,15 subtract 65,-50
22499,43 minus 88,-45
22500,99 add 57,156
22501,55 subtract 37,18
22502,43 plus 76,119
22503,68 add 93,161
22504,95 subtract 73,22
22505,69 subtract 73,-4
22506,38 minus 80,-42
22507,22 plus 20,42
22508,58 subtract 9,49
22509,51 subtract 28,23
22510,43 minus 88,-45
22511,54 minus 3,51
22512,65 subtract 89,-24
22513,30 plus 95,125
22514,41 minus 88,-47
22515,23 add 69,92
22516,90 add 13,103
22517,44 add 10,54
22518,29 plus 57,86
22519,33 add 34,67
22520,4 plus 2,6
22521,47 subtract 50,-3
22522,6 minus 88,-82
22523,48 minus 16,32
22524,95 plus 17,112
22525,26 minus 83,-57
22526,76 minus 58,18
22527,46 subtract 64,-18
22528,73 subtract 54,19
22529,38 subtract 17,21
22530,55 plus 66,121
22531,37 subtract 61,-24
22532,99 add 47,146
22533,54 add 45,99
22534,89 plus 68,157
22535,60 plus 95,155
22536,62 minus 17,45
22537,87 minus 89,-2
22538,100 plus 15,115
22539,37 add 5,42
22540,4 minus 93,-89
22541,36 subtract 9,27
22542,64 subtract 39,25
22543,34 add 34,68
22544,71 minus 19,52
22545,82 plus 24,106
22546,94 add 67,161
22547,19 add 35,54
22548,94 subtract 69,25
22549,77 add 89,166
22550,75 minus 66,9
22551,78 minus 61,17
22552,47 subtract 2,45
22553,87 add 49,136
