,0
26845,yes
26846,yes
26847,yes
26848,yes romana
26849,romana i want you to do something for me stand there romana i want you to wear this
26850,itll be tricky
26851,well a touch
26852,as what
26853,well ill just have to be ill just have to be very brave wont i
26854,listen i can do your part if you can do mine
26855,youre a hero remember clare
26856,hold on very tight
26857,clare
26858,hold tight now
26859,no we havent got long clare
26860,come over here and hold on to this then
26861,romana
26862,i want you to switch off the vortex shields in this small area here
26863,focus it now just one steady line eh one steady hold it hold it
26864,phew right now this is a little trick i learnt from a spacetime mystic in the quantocks he made it seem very very easy
26865,good good good
26866,hello old girl howve you been keeping sorry i had to barge in through your back door like that  but if you had any idea what its like to travel through the spacetime vortex ha ha of course you do  silly me you do it all the time but at least youre built for it now lets see whats happening outside shall we
26867,hello
26868,what do you mean how did i get in there its mine i belong in there
26869,well skagra thats a very interesting theory  lets try putting it to the test shall we
26870,no what have you done youve used that deranged billiard ball once too often you forget theres a copy of my brain in there too eh  think about it
26871,k9
26872,k9 stop firing
26873,you want to call halftime skagra you can have a short break if you like suck a lemon perk you up no end
26874,how are the others
26875,they wouldnt have been the only ones in trouble this is a fearful mess
26876,oh yes itll take a few hours but theyll all get their own minds back
26877,take them back to dear old shada
26878,let the time lords sort it out im not going to play judge and jury it was only forgotten about because the professor  made us forget he didnt want his escape to be discovered that must be why he stole the book when he left gallifrey
26879,well well find out
26880,her little homely dress her favourite cried the old man pressing it to his breast and patting it with his shrivelled hand shell miss it when she wakes
26881,huh
26882,yes its mine
26883,yes really come on romana bye wilkin bristol keightley goodbye professor well keep your secret
26884,k9s metabolic analysis says he was from the planet dronid remember your time lord history
26885,ow
26886,what have i done
26887,well i cant get everything right
26888,one must always accept the unexpected
26889,well thats different this is the second time ive missed the opening of the brighton pavilion
26890,what
26891,well i cant spend the rest of my life running away from the black guardian
26892,do you have a better suggestion
26893,what
26894,fascinating
26895,argolis tell me about it
26896,its got to be unreal transfer
26897,its the only way to manipulate solid objects
26898,then how is it done
26899,yes nobody there did much with it
26900,do you know id completely forgotten about tachyonics some of those argolin solutions are really quite neat
26901,yes
26902,i suppose in theory a tachyon image could never be permanent
26903,somethings gone wrong
26904,im a doctor
26905,hes terribly hurt come on clear the area clear the area
26906,his mother
26907,yes but whos in charge here
26908,his mother good you take me to his mother come romana on
